1,1.9863
2,1.9657
3,1.9404
4,1.9106
5,1.8762
6,1.8384
7,1.7986
8,1.7558
9,1.7177
10,1.6748
11,1.6337
12,1.5899
13,1.5482
14,1.5061
15,1.4696
16,1.4282
17,1.3961
18,1.3595
19,1.3262
20,1.2905
21,1.26
22,1.2285
23,1.1972
24,1.173
25,1.1461
26,1.1176
27,1.0903
28,1.0663
29,1.0455
30,1.0254
