 Sample   Time     Encoder 1 Pos   Encoder 3 Pos   Control Effort 1
   206    1.824            4594           -3359          1.5003;
   207    1.833            4637           -3386          1.5003;
   208    1.842            4680           -3413          1.5003;
   209    1.851            4724           -3441          1.5003;
   210    1.859            4767           -3468          1.5003;
   211    1.868            4811           -3495          1.5003;
   212    1.877            4854           -3523          1.5003;
   213    1.886            4898           -3551          1.5003;
   214    1.895            4943           -3578          1.5003;
   215    1.904            4987           -3606          1.5003;
   216    1.913            5031           -3634          1.5003;
   217    1.921            5076           -3662          1.5003;
   218    1.930            5121           -3689          1.5003;
   219    1.939            5165           -3717          1.5003;
   220    1.948            5211           -3745          1.5003;
   221    1.957            5256           -3773          1.5003;
   222    1.966            5301           -3801          1.5003;
   223    1.974            5347           -3830          1.5003;
   224    1.983            5393           -3858          1.5003;
   225    1.992            5439           -3886          1.5003;
   226    2.001            5485           -3914          1.5003;
   227    2.010            5532           -3943          1.5003;
   228    2.019            5578           -3971          1.5003;
   229    2.028            5625           -4000          1.5003;
   230    2.036            5672           -4028          1.5003;
   231    2.045            5720           -4057          1.5003;
   232    2.054            5767           -4085          1.5003;
   233    2.063            5814           -4113          1.5003;
   234    2.072            5863           -4141          1.5003;
   235    2.081            5911           -4170          1.5003;
   236    2.090            5959           -4199          1.5003;
   237    2.098            6007           -4228          1.5003;
   238    2.107            6056           -4258          1.5003;
   239    2.116            6105           -4287          1.5003;
   240    2.125            6154           -4316          1.5003;
   241    2.134            6203           -4346          1.5003;
   242    2.143            6253           -4375          1.5003;
   243    2.152            6303           -4405          1.5003;
   244    2.160            6353           -4435          1.5003;
   245    2.169            6403           -4465          1.5003;
   246    2.178            6454           -4495          1.5003;
   247    2.187            6504           -4525          1.5003;
   248    2.196            6555           -4555          1.5003;
   249    2.205            6606           -4586          1.5003;
   250    2.214            6657           -4616          1.5003;
   251    2.222            6708           -4646          1.5003;
   252    2.231            6760           -4677          1.5003;
   253    2.240            6811           -4707          1.5003;
   254    2.249            6863           -4738          1.5003;
   255    2.258            6916           -4769          1.5003;
   256    2.267            6967           -4799          1.5003;
   257    2.276            7019           -4831          1.5003;
   258    2.284            7072           -4862          1.5003;
   259    2.293            7125           -4893          1.5003;
   260    2.302            7177           -4924          1.5003;
   261    2.311            7230           -4955          1.5003;
   262    2.320            7283           -4987          1.5003;
   263    2.329            7336           -5018          1.5003;
   264    2.338            7390           -5050          1.5003;
   265    2.346            7443           -5081          1.5003;
   266    2.355            7497           -5113          1.5003;
   267    2.364            7551           -5145          1.5003;
   268    2.373            7606           -5177          1.5003;
   269    2.382            7660           -5209          1.5003;
   270    2.391            7715           -5241          1.5003;
   271    2.399            7770           -5273          1.5003;
   272    2.408            7825           -5305          1.5003;
   273    2.417            7881           -5338          1.5003;
   274    2.426            7936           -5370          1.5003;
   275    2.435            7992           -5403          1.5003;
   276    2.444            8048           -5435          1.5003;
   277    2.453            8105           -5469          1.5003;
   278    2.461            8161           -5502          1.5003;
   279    2.470            8218           -5535          1.5003;
   280    2.479            8276           -5568          1.5003;
   281    2.488            8333           -5601          1.5003;
   282    2.497            8390           -5635          1.5003;
   283    2.506            8448           -5668          1.5003;
   284    2.515            8506           -5702          1.5003;
   285    2.523            8564           -5735          1.5003;
   286    2.532            8622           -5768          1.5003;
   287    2.541            8680           -5802          1.5003;
   288    2.550            8739           -5835          1.5003;
   289    2.559            8798           -5869          1.5003;
   290    2.568            8855           -5903          1.5003;
   291    2.577            8915           -5936          1.5003;
   292    2.585            8973           -5970          1.5003;
   293    2.594            9032           -6004          1.5003;
   294    2.603            9091           -6038          1.5003;
   295    2.612            9150           -6072          1.5003;
   296    2.621            9209           -6107          1.5003;
   297    2.630            9269           -6141          1.5003;
   298    2.639            9328           -6175          1.5003;
   299    2.647            9388           -6210          1.5003;
   300    2.656            9448           -6244          1.5003;
   301    2.665            9509           -6279          1.5003;
   302    2.674            9569           -6314          1.5003;
   303    2.683            9630           -6349          1.5003;
   304    2.692            9691           -6384          1.5003;
   305    2.701            9753           -6420          1.5003;
   306    2.709            9814           -6455          1.5003;
   307    2.718            9876           -6491          1.5003;
   308    2.727            9938           -6526          1.5003;
   309    2.736           10000           -6562          1.5003;
   310    2.745           10062           -6598          1.5003;
   311    2.754           10125           -6634          1.5003;
   312    2.763           10188           -6670          1.5003;
   313    2.771           10251           -6706          1.5003;
   314    2.780           10315           -6742          1.5003;
   315    2.789           10378           -6779          1.5003;
   316    2.798           10443           -6815          1.5003;
   317    2.807           10506           -6851          1.5003;
   318    2.816           10571           -6888          1.5003;
   319    2.824           10636           -6925          1.5003;
   320    2.833           10700           -6961          1.5003;
   321    2.842           10765           -6998          1.5003;
   322    2.851           10829           -7035          1.5003;
   323    2.860           10895           -7072          1.5003;
   324    2.869           10960           -7110          1.5003;
   325    2.878           11025           -7147          1.5003;
   326    2.886           11090           -7184          1.5003;
   327    2.895           11155           -7222          1.5003;
   328    2.904           11221           -7260          1.5003;
   329    2.913           11287           -7298          1.5003;
   330    2.922           11353           -7335          1.5003;
   331    2.931           11419           -7373          1.5003;
   332    2.940           11485           -7411          1.5003;
   333    2.948           11552           -7450          1.5003;
   334    2.957           11619           -7488          1.5003;
   335    2.966           11686           -7526          1.5003;
   336    2.975           11753           -7565          1.5003;
   337    2.984           11820           -7603          1.5003;
   338    2.993           11887           -7642          1.5003;
   339    3.002           11955           -7680          1.5003;
   340    3.010           12022           -7719          0.0000;
   341    3.019           12090           -7758          0.0000;
   342    3.028           12157           -7796          0.0000;
   343    3.037           12224           -7834          0.0000;
   344    3.046           12291           -7871          0.0000;
   345    3.055           12358           -7909          0.0000;
   346    3.064           12424           -7945          0.0000;
   347    3.072           12490           -7982          0.0000;
   348    3.081           12556           -8018          0.0000;
   349    3.090           12621           -8054          0.0000;
   350    3.099           12686           -8089          0.0000;
   351    3.108           12751           -8125          0.0000;
   352    3.117           12815           -8159          0.0000;
   353    3.126           12879           -8194          0.0000;
   354    3.134           12943           -8228          0.0000;
   355    3.143           13006           -8262          0.0000;
   356    3.152           13069           -8296          0.0000;
   357    3.161           13132           -8329          0.0000;
   358    3.170           13194           -8362          0.0000;
   359    3.179           13256           -8394          0.0000;
   360    3.188           13317           -8426          0.0000;
   361    3.196           13379           -8458          0.0000;
   362    3.205           13440           -8490          0.0000;
   363    3.214           13500           -8521          0.0000;
   364    3.223           13561           -8552          0.0000;
   365    3.232           13621           -8583          0.0000;
   366    3.241           13681           -8614          0.0000;
   367    3.249           13741           -8644          0.0000;
   368    3.258           13800           -8674          0.0000;
   369    3.267           13859           -8703          0.0000;
   370    3.276           13918           -8733          0.0000;
   371    3.285           13976           -8762          0.0000;
   372    3.294           14035           -8791          0.0000;
   373    3.303           14094           -8819          0.0000;
   374    3.311           14151           -8848          0.0000;
   375    3.320           14209           -8876          0.0000;
   376    3.329           14267           -8904          0.0000;
   377    3.338           14324           -8931          0.0000;
   378    3.347           14381           -8959          0.0000;
   379    3.356           14438           -8986          0.0000;
   380    3.365           14494           -9012          0.0000;
   381    3.373           14550           -9039          0.0000;
   382    3.382           14606           -9065          0.0000;
   383    3.391           14661           -9091          0.0000;
   384    3.400           14716           -9116          0.0000;
   385    3.409           14772           -9141          0.0000;
   386    3.418           14826           -9166          0.0000;
   387    3.427           14880           -9191          0.0000;
   388    3.435           14934           -9215          0.0000;
   389    3.444           14987           -9239          0.0000;
   390    3.453           15041           -9263          0.0000;
   391    3.462           15094           -9287          0.0000;
   392    3.471           15146           -9310          0.0000;
   393    3.480           15198           -9333          0.0000;
   394    3.489           15251           -9356          0.0000;
   395    3.497           15302           -9378          0.0000;
   396    3.506           15353           -9400          0.0000;
   397    3.515           15404           -9422          0.0000;
   398    3.524           15455           -9444          0.0000;
   399    3.533           15505           -9465          0.0000;
   400    3.542           15556           -9486          0.0000;
   401    3.551           15605           -9506          0.0000;
   402    3.559           15655           -9527          0.0000;
   403    3.568           15704           -9546          0.0000;
   404    3.577           15753           -9566          0.0000;
   405    3.586           15802           -9586          0.0000;
   406    3.595           15850           -9605          0.0000;
   407    3.604           15898           -9625          0.0000;
   408    3.613           15947           -9644          0.0000;
   409    3.621           15994           -9662          0.0000;
   410    3.630           16042           -9681          0.0000;
   411    3.639           16089           -9699          0.0000;
   412    3.648           16136           -9717          0.0000;
   413    3.657           16183           -9735          0.0000;
   414    3.666           16229           -9752          0.0000;
   415    3.674           16276           -9770          0.0000;
   416    3.683           16322           -9787          0.0000;
   417    3.692           16368           -9804          0.0000;
   418    3.701           16414           -9820          0.0000;
   419    3.710           16459           -9837          0.0000;
   420    3.719           16504           -9853          0.0000;
   421    3.728           16549           -9869          0.0000;
   422    3.736           16594           -9885          0.0000;
   423    3.745           16638           -9900          0.0000;
   424    3.754           16681           -9915          0.0000;
   425    3.763           16725           -9930          0.0000;
   426    3.772           16768           -9945          0.0000;
   427    3.781           16811           -9959          0.0000;
   428    3.790           16853           -9973          0.0000;
   429    3.798           16895           -9987          0.0000;
   430    3.807           16938          -10000          0.0000;
   431    3.816           16979          -10013          0.0000;
   432    3.825           17020          -10026          0.0000;
   433    3.834           17061          -10039          0.0000;
   434    3.843           17102          -10051          0.0000;
   435    3.852           17141          -10063          0.0000;
   436    3.860           17181          -10074          0.0000;
   437    3.869           17221          -10086          0.0000;
   438    3.878           17260          -10097          0.0000;
   439    3.887           17298          -10107          0.0000;
   440    3.896           17337          -10118          0.0000;
   441    3.905           17375          -10128          0.0000;
   442    3.914           17412          -10138          0.0000;
   443    3.922           17450          -10148          0.0000;
   444    3.931           17487          -10157          0.0000;
   445    3.940           17524          -10167          0.0000;
   446    3.949           17560          -10176          0.0000;
   447    3.958           17597          -10184          0.0000;
   448    3.967           17633          -10193          0.0000;
   449    3.976           17669          -10201          0.0000;
   450    3.984           17704          -10209          0.0000;
   451    3.993           17739          -10217          0.0000;
   452    4.002           17775          -10225          0.0000;
   453    4.011           17809          -10232          0.0000;
   454    4.020           17844          -10240          0.0000;
   455    4.029           17879          -10247          0.0000;
   456    4.038           17913          -10253          0.0000;
   457    4.046           17947          -10260          0.0000;
   458    4.055           17980          -10266          0.0000;
   459    4.064           18014          -10273          0.0000;
   460    4.073           18048          -10279          0.0000;
   461    4.082           18081          -10285          0.0000;
   462    4.091           18114          -10290          0.0000;
   463    4.099           18146          -10295          0.0000;
   464    4.108           18178          -10301          0.0000;
   465    4.117           18210          -10306          0.0000;
   466    4.126           18242          -10311          0.0000;
   467    4.135           18274          -10315          0.0000;
   468    4.144           18305          -10319          0.0000;
   469    4.153           18336          -10323          0.0000;
   470    4.161           18367          -10327          0.0000;
   471    4.170           18397          -10331          0.0000;
   472    4.179           18428          -10334          0.0000;
   473    4.188           18458          -10337          0.0000;
   474    4.197           18487          -10339          0.0000;
   475    4.206           18516          -10342          0.0000;
   476    4.215           18545          -10344          0.0000;
   477    4.223           18574          -10346          0.0000;
   478    4.232           18602          -10347          0.0000;
   479    4.241           18630          -10348          0.0000;
   480    4.250           18657          -10349          0.0000;
   481    4.259           18685          -10350          0.0000;
   482    4.268           18712          -10351          0.0000;
   483    4.277           18739          -10351          0.0000;
   484    4.285           18765          -10351          0.0000;
   485    4.294           18791          -10351          0.0000;
   486    4.303           18817          -10351          0.0000;
   487    4.312           18842          -10351          0.0000;
   488    4.321           18867          -10350          0.0000;
   489    4.330           18892          -10348          0.0000;
   490    4.339           18917          -10347          0.0000;
   491    4.347           18942          -10345          0.0000;
   492    4.356           18966          -10344          0.0000;
   493    4.365           18989          -10342          0.0000;
   494    4.374           19013          -10340          0.0000;
   495    4.383           19036          -10337          0.0000;
   496    4.392           19059          -10335          0.0000;
   497    4.401           19082          -10332          0.0000;
   498    4.409           19104          -10329          0.0000;
   499    4.418           19127          -10326          0.0000;
   500    4.427           19148          -10323          0.0000;
   501    4.436           19170          -10320          0.0000;
   502    4.445           19192          -10317          0.0000;
   503    4.454           19213          -10313          0.0000;
   504    4.463           19234          -10310          0.0000;
   505    4.471           19255          -10306          0.0000;
   506    4.480           19275          -10302          0.0000;
   507    4.489           19295          -10298          0.0000;
   508    4.498           19315          -10293          0.0000;
   509    4.507           19334          -10289          0.0000;
   510    4.516           19354          -10284          0.0000;
   511    4.524           19373          -10280          0.0000;
   512    4.533           19392          -10275          0.0000;
   513    4.542           19411          -10270          0.0000;
   514    4.551           19429          -10265          0.0000;
   515    4.560           19447          -10260          0.0000;
   516    4.569           19465          -10254          0.0000;
   517    4.578           19483          -10248          0.0000;
   518    4.586           19500          -10243          0.0000;
   519    4.595           19518          -10237          0.0000;
   520    4.604           19535          -10231          0.0000;
   521    4.613           19551          -10224          0.0000;
   522    4.622           19568          -10218          0.0000;
   523    4.631           19584          -10212          0.0000;
   524    4.640           19600          -10205          0.0000;
   525    4.648           19616          -10198          0.0000;
   526    4.657           19631          -10191          0.0000;
   527    4.666           19646          -10184          0.0000;
   528    4.675           19661          -10176          0.0000;
   529    4.684           19676          -10169          0.0000;
   530    4.693           19691          -10161          0.0000;
   531    4.702           19705          -10153          0.0000;
   532    4.710           19719          -10145          0.0000;
   533    4.719           19733          -10137          0.0000;
   534    4.728           19746          -10129          0.0000;
   535    4.737           19759          -10121          0.0000;
   536    4.746           19772          -10112          0.0000;
   537    4.755           19785          -10104          0.0000;
   538    4.764           19798          -10095          0.0000;
   539    4.772           19810          -10086          0.0000;
   540    4.781           19822          -10076          0.0000;
   541    4.790           19834          -10067          0.0000;
   542    4.799           19845          -10057          0.0000;
   543    4.808           19857          -10048          0.0000;
   544    4.817           19868          -10038          0.0000;
   545    4.826           19879          -10028          0.0000;
   546    4.834           19889          -10018          0.0000;
   547    4.843           19900          -10008          0.0000;
   548    4.852           19910           -9997          0.0000;
   549    4.861           19920           -9987          0.0000;
   550    4.870           19930           -9976          0.0000;
   551    4.879           19939           -9965          0.0000;
   552    4.888           19949           -9955          0.0000;
   553    4.896           19958           -9944          0.0000;
   554    4.905           19967           -9932          0.0000;
   555    4.914           19975           -9921          0.0000;
   556    4.923           19984           -9910          0.0000;
   557    4.932           19992           -9898          0.0000;
   558    4.941           20000           -9886          0.0000;
   559    4.949           20008           -9874          0.0000;
   560    4.958           20015           -9862          0.0000;
   561    4.967           20023           -9850          0.0000;
   562    4.976           20030           -9838          0.0000;
   563    4.985           20037           -9826          0.0000;
   564    4.994           20044           -9813          0.0000;
   565    5.003           20050           -9801          0.0000;
   566    5.011           20057           -9788          0.0000;
   567    5.020           20063           -9775          0.0000;
   568    5.029           20069           -9762          0.0000;
   569    5.038           20075           -9749          0.0000;
   570    5.047           20080           -9736          0.0000;
   571    5.056           20085           -9722          0.0000;
   572    5.065           20090           -9709          0.0000;
   573    5.073           20095           -9695          0.0000;
   574    5.082           20100           -9681          0.0000;
   575    5.091           20104           -9667          0.0000;
   576    5.100           20109           -9653          0.0000;
   577    5.109           20113           -9639          0.0000;
   578    5.118           20117           -9625          0.0000;
   579    5.127           20120           -9610          0.0000;
   580    5.135           20124           -9596          0.0000;
   581    5.144           20127           -9581          0.0000;
   582    5.153           20130           -9566          0.0000;
   583    5.162           20133           -9551          0.0000;
   584    5.171           20135           -9536          0.0000;
   585    5.180           20138           -9521          0.0000;
   586    5.189           20140           -9506          0.0000;
   587    5.197           20142           -9491          0.0000;
   588    5.206           20144           -9475          0.0000;
   589    5.215           20146           -9459          0.0000;
   590    5.224           20147           -9444          0.0000;
   591    5.233           20148           -9428          0.0000;
   592    5.242           20150           -9412          0.0000;
   593    5.251           20151           -9396          0.0000;
   594    5.259           20151           -9380          0.0000;
   595    5.268           20152           -9363          0.0000;
   596    5.277           20152           -9347          0.0000;
   597    5.286           20153           -9330          0.0000;
   598    5.295           20153           -9313          0.0000;
   599    5.304           20153           -9297          0.0000;
   600    5.313           20152           -9280          0.0000;
   601    5.321           20152           -9263          0.0000;
   602    5.330           20152           -9246          0.0000;
   603    5.339           20152           -9229          0.0000;
   604    5.348           20151           -9213          0.0000;
   605    5.357           20151           -9196          0.0000;
   606    5.366           20151           -9180          0.0000;
   607    5.374           20151           -9163          0.0000;
   608    5.383           20151           -9147          0.0000;
   609    5.392           20151           -9130          0.0000;
   610    5.401           20151           -9114          0.0000;
   611    5.410           20151           -9098          0.0000;
   612    5.419           20151           -9082          0.0000;
   613    5.428           20151           -9066          0.0000;
   614    5.436           20151           -9050          0.0000;
   615    5.445           20151           -9034          0.0000;
   616    5.454           20151           -9018          0.0000;
   617    5.463           20151           -9003          0.0000;
   618    5.472           20151           -8987          0.0000;
   619    5.481           20151           -8971          0.0000;
   620    5.490           20151           -8955          0.0000;
   621    5.498           20151           -8940          0.0000;
   622    5.507           20151           -8924          0.0000;
   623    5.516           20151           -8908          0.0000;
   624    5.525           20151           -8893          0.0000;
   625    5.534           20151           -8877          0.0000;
   626    5.543           20151           -8862          0.0000;
   627    5.552           20151           -8846          0.0000;
   628    5.560           20151           -8831          0.0000;
   629    5.569           20151           -8815          0.0000;
   630    5.578           20151           -8800          0.0000;
   631    5.587           20151           -8785          0.0000;
   632    5.596           20151           -8769          0.0000;
   633    5.605           20151           -8754          0.0000;
   634    5.614           20151           -8739          0.0000;
   635    5.622           20151           -8723          0.0000;
   636    5.631           20151           -8708          0.0000;
   637    5.640           20151           -8693          0.0000;
   638    5.649           20151           -8678          0.0000;
   639    5.658           20151           -8663          0.0000;
   640    5.667           20151           -8648          0.0000;
   641    5.676           20151           -8633          0.0000;
   642    5.684           20151           -8618          0.0000;
   643    5.693           20151           -8603          0.0000;
   644    5.702           20151           -8588          0.0000;
   645    5.711           20151           -8573          0.0000;
   646    5.720           20151           -8559          0.0000;
   647    5.729           20151           -8544          0.0000;
   648    5.738           20151           -8529          0.0000;
   649    5.746           20151           -8514          0.0000;
   650    5.755           20151           -8499          0.0000;
   651    5.764           20151           -8485          0.0000;
   652    5.773           20151           -8470          0.0000;
   653    5.782           20151           -8456          0.0000;
   654    5.791           20151           -8441          0.0000;
   655    5.799           20151           -8426          0.0000;
   656    5.808           20151           -8412          0.0000;
   657    5.817           20151           -8397          0.0000;
   658    5.826           20151           -8383          0.0000;
   659    5.835           20151           -8368          0.0000;
   660    5.844           20151           -8354          0.0000;
   661    5.853           20151           -8339          0.0000;
   662    5.861           20151           -8325          0.0000;
   663    5.870           20151           -8311          0.0000;
   664    5.879           20151           -8296          0.0000;
   665    5.888           20151           -8282          0.0000;
   666    5.897           20151           -8268          0.0000;
   667    5.906           20151           -8253          0.0000;
   668    5.915           20151           -8239          0.0000;
   669    5.923           20151           -8225          0.0000;
   670    5.932           20151           -8211          0.0000;
   671    5.941           20151           -8196          0.0000;
   672    5.950           20151           -8182          0.0000;
   673    5.959           20151           -8168          0.0000;
   674    5.968           20151           -8154          0.0000;
   675    5.977           20151           -8140          0.0000;
   676    5.985           20151           -8126          0.0000;
   677    5.994           20151           -8112          0.0000]
