 Sample   Time     Encoder 1 Pos   Encoder 3 Pos   Control Effort 1
   203    1.797           10045           -8040          2.3007;
   204    1.806           10142           -8115          2.3007;
   205    1.815           10240           -8191          2.3007;
   206    1.824           10338           -8266          2.3007;
   207    1.833           10437           -8343          2.3007;
   208    1.842           10537           -8419          2.3007;
   209    1.851           10637           -8496          2.3007;
   210    1.859           10738           -8574          2.3007;
   211    1.868           10839           -8652          2.3007;
   212    1.877           10941           -8731          2.3007;
   213    1.886           11045           -8809          2.3007;
   214    1.895           11148           -8889          2.3007;
   215    1.904           11251           -8969          2.3007;
   216    1.913           11356           -9049          2.3007;
   217    1.921           11460           -9130          2.3007;
   218    1.930           11565           -9211          2.3007;
   219    1.939           11670           -9293          2.3007;
   220    1.948           11775           -9375          2.3007;
   221    1.957           11882           -9456          2.3007;
   222    1.966           11988           -9539          2.3007;
   223    1.974           12095           -9622          2.3007;
   224    1.983           12203           -9706          2.3007;
   225    1.992           12311           -9791          2.3007;
   226    2.001           12420           -9877          2.3007;
   227    2.010           12530           -9963          2.3007;
   228    2.019           12640          -10049          2.3007;
   229    2.028           12751          -10136          2.3007;
   230    2.036           12863          -10223          2.3007;
   231    2.045           12975          -10311          2.3007;
   232    2.054           13088          -10400          2.3007;
   233    2.063           13202          -10489          2.3007;
   234    2.072           13316          -10578          2.3007;
   235    2.081           13429          -10668          2.3007;
   236    2.090           13544          -10759          2.3007;
   237    2.098           13659          -10850          2.3007;
   238    2.107           13774          -10942          2.3007;
   239    2.116           13890          -11034          2.3007;
   240    2.125           14006          -11126          2.3007;
   241    2.134           14123          -11219          2.3007;
   242    2.143           14240          -11313          2.3007;
   243    2.152           14359          -11407          2.3007;
   244    2.160           14477          -11502          2.3007;
   245    2.169           14596          -11597          2.3007;
   246    2.178           14717          -11693          2.3007;
   247    2.187           14837          -11789          2.3007;
   248    2.196           14959          -11885          2.3007;
   249    2.205           15081          -11983          2.3007;
   250    2.214           15204          -12080          2.3007;
   251    2.222           15326          -12179          2.3007;
   252    2.231           15449          -12277          2.3007;
   253    2.240           15573          -12377          2.3007;
   254    2.249           15698          -12477          2.3007;
   255    2.258           15822          -12577          2.3007;
   256    2.267           15947          -12678          2.3007;
   257    2.276           16072          -12779          2.3007;
   258    2.284           16198          -12881          2.3007;
   259    2.293           16325          -12984          2.3007;
   260    2.302           16452          -13087          2.3007;
   261    2.311           16581          -13190          2.3007;
   262    2.320           16710          -13295          2.3007;
   263    2.329           16840          -13400          2.3007;
   264    2.338           16969          -13505          2.3007;
   265    2.346           17101          -13611          2.3007;
   266    2.355           17234          -13717          2.3007;
   267    2.364           17366          -13824          2.3007;
   268    2.373           17498          -13932          2.3007;
   269    2.382           17630          -14040          2.3007;
   270    2.391           17763          -14148          2.3007;
   271    2.399           17896          -14257          2.3007;
   272    2.408           18029          -14366          2.3007;
   273    2.417           18163          -14476          2.3007;
   274    2.426           18298          -14586          2.3007;
   275    2.435           18433          -14697          2.3007;
   276    2.444           18570          -14808          2.3007;
   277    2.453           18707          -14920          2.3007;
   278    2.461           18845          -15032          2.3007;
   279    2.470           18983          -15145          2.3007;
   280    2.479           19122          -15258          2.3007;
   281    2.488           19262          -15372          2.3007;
   282    2.497           19402          -15486          2.3007;
   283    2.506           19542          -15601          2.3007;
   284    2.515           19682          -15716          2.3007;
   285    2.523           19823          -15831          2.3007;
   286    2.532           19964          -15947          2.3007;
   287    2.541           20105          -16064          2.3007;
   288    2.550           20247          -16180          2.3007;
   289    2.559           20390          -16297          2.3007;
   290    2.568           20534          -16415          2.3007;
   291    2.577           20678          -16533          2.3007;
   292    2.585           20823          -16651          2.3007;
   293    2.594           20968          -16770          2.3007;
   294    2.603           21114          -16889          2.3007;
   295    2.612           21261          -17009          2.3007;
   296    2.621           21408          -17129          2.3007;
   297    2.630           21555          -17249          2.3007;
   298    2.639           21702          -17370          2.3007;
   299    2.647           21849          -17491          2.3007;
   300    2.656           21997          -17612          2.3007;
   301    2.665           22146          -17734          2.3007;
   302    2.674           22295          -17857          2.3007;
   303    2.683           22444          -17980          2.3007;
   304    2.692           22594          -18103          2.3007;
   305    2.701           22745          -18227          2.3007;
   306    2.709           22897          -18351          2.3007;
   307    2.718           23050          -18475          2.3007;
   308    2.727           23203          -18600          2.3007;
   309    2.736           23356          -18725          2.3007;
   310    2.745           23509          -18850          2.3007;
   311    2.754           23661          -18976          2.3007;
   312    2.763           23814          -19101          2.3007;
   313    2.771           23968          -19227          2.3007;
   314    2.780           24122          -19353          2.3007;
   315    2.789           24277          -19480          2.3007;
   316    2.798           24433          -19607          2.3007;
   317    2.807           24589          -19734          2.3007;
   318    2.816           24746          -19862          2.3007;
   319    2.824           24904          -19989          2.3007;
   320    2.833           25063          -20117          2.3007;
   321    2.842           25222          -20245          2.3007;
   322    2.851           25380          -20373          2.3007;
   323    2.860           25540          -20502          2.3007;
   324    2.869           25699          -20632          2.3007;
   325    2.878           25858          -20762          2.3007;
   326    2.886           26017          -20893          2.3007;
   327    2.895           26177          -21023          2.3007;
   328    2.904           26338          -21153          2.3007;
   329    2.913           26499          -21284          2.3007;
   330    2.922           26662          -21416          2.3007;
   331    2.931           26824          -21547          2.3007;
   332    2.940           26988          -21679          2.3007;
   333    2.948           27152          -21811          2.3007;
   334    2.957           27316          -21944          2.3007;
   335    2.966           27480          -22077          2.3007;
   336    2.975           27645          -22210          2.3007;
   337    2.984           27809          -22344          2.3007;
   338    2.993           27974          -22478          2.3007;
   339    3.002           28140          -22612          2.3007;
   340    3.010           28304          -22747          0.0000;
   341    3.019           28470          -22881          0.0000;
   342    3.028           28635          -23015          0.0000;
   343    3.037           28800          -23149          0.0000;
   344    3.046           28966          -23282          0.0000;
   345    3.055           29130          -23414          0.0000;
   346    3.064           29295          -23547          0.0000;
   347    3.072           29460          -23679          0.0000;
   348    3.081           29624          -23811          0.0000;
   349    3.090           29787          -23942          0.0000;
   350    3.099           29949          -24073          0.0000;
   351    3.108           30111          -24203          0.0000;
   352    3.117           30274          -24333          0.0000;
   353    3.126           30435          -24463          0.0000;
   354    3.134           30597          -24593          0.0000;
   355    3.143           30759          -24722          0.0000;
   356    3.152           30920          -24851          0.0000;
   357    3.161           31082          -24979          0.0000;
   358    3.170           31243          -25107          0.0000;
   359    3.179           31404          -25235          0.0000;
   360    3.188           31564          -25363          0.0000;
   361    3.196           31723          -25487          0.0000;
   362    3.205           31881          -25614          0.0000;
   363    3.214           32039          -25741          0.0000;
   364    3.223           32197          -25867          0.0000;
   365    3.232           32355          -25993          0.0000;
   366    3.241           32513          -26119          0.0000;
   367    3.249           32671          -26245          0.0000;
   368    3.258           32828          -26370          0.0000;
   369    3.267           32986          -26495          0.0000;
   370    3.276           33143          -26620          0.0000;
   371    3.285           33301          -26745          0.0000;
   372    3.294           33457          -26869          0.0000;
   373    3.303           33613          -26994          0.0000;
   374    3.311           33768          -27118          0.0000;
   375    3.320           33923          -27241          0.0000;
   376    3.329           34077          -27365          0.0000;
   377    3.338           34232          -27488          0.0000;
   378    3.347           34386          -27611          0.0000;
   379    3.356           34540          -27733          0.0000;
   380    3.365           34693          -27855          0.0000;
   381    3.373           34846          -27977          0.0000;
   382    3.382           35000          -28099          0.0000;
   383    3.391           35153          -28220          0.0000;
   384    3.400           35306          -28342          0.0000;
   385    3.409           35458          -28463          0.0000;
   386    3.418           35610          -28584          0.0000;
   387    3.427           35761          -28704          0.0000;
   388    3.435           35912          -28825          0.0000;
   389    3.444           36063          -28945          0.0000;
   390    3.453           36213          -29065          0.0000;
   391    3.462           36363          -29185          0.0000;
   392    3.471           36513          -29304          0.0000;
   393    3.480           36663          -29423          0.0000;
   394    3.489           36813          -29542          0.0000;
   395    3.497           36962          -29661          0.0000;
   396    3.506           37111          -29780          0.0000;
   397    3.515           37261          -29898          0.0000;
   398    3.524           37410          -30016          0.0000;
   399    3.533           37559          -30134          0.0000;
   400    3.542           37707          -30252          0.0000;
   401    3.551           37854          -30369          0.0000;
   402    3.559           38001          -30486          0.0000;
   403    3.568           38148          -30603          0.0000;
   404    3.577           38294          -30720          0.0000;
   405    3.586           38440          -30836          0.0000;
   406    3.595           38586          -30952          0.0000;
   407    3.604           38733          -31068          0.0000;
   408    3.613           38879          -31184          0.0000;
   409    3.621           39025          -31299          0.0000;
   410    3.630           39171          -31414          0.0000;
   411    3.639           39316          -31529          0.0000;
   412    3.648           39460          -31643          0.0000;
   413    3.657           39604          -31757          0.0000;
   414    3.666           39748          -31871          0.0000;
   415    3.674           39892          -31984          0.0000;
   416    3.683           40035          -32097          0.0000;
   417    3.692           40177          -32210          0.0000;
   418    3.701           40319          -32322          0.0000;
   419    3.710           40461          -32434          0.0000;
   420    3.719           40602          -32545          0.0000;
   421    3.728           40744          -32656          0.0000;
   422    3.736           40886          -32766          0.0000;
   423    3.745           41027          -32877          0.0000;
   424    3.754           41168          -32986          0.0000;
   425    3.763           41308          -33096          0.0000;
   426    3.772           41448          -33205          0.0000;
   427    3.781           41588          -33314          0.0000;
   428    3.790           41727          -33422          0.0000;
   429    3.798           41865          -33531          0.0000;
   430    3.807           42002          -33638          0.0000;
   431    3.816           42140          -33746          0.0000;
   432    3.825           42278          -33853          0.0000;
   433    3.834           42414          -33960          0.0000;
   434    3.843           42552          -34066          0.0000;
   435    3.852           42688          -34172          0.0000;
   436    3.860           42825          -34277          0.0000;
   437    3.869           42960          -34382          0.0000;
   438    3.878           43096          -34487          0.0000;
   439    3.887           43232          -34591          0.0000;
   440    3.896           43367          -34695          0.0000;
   441    3.905           43501          -34798          0.0000;
   442    3.914           43634          -34901          0.0000;
   443    3.922           43767          -35003          0.0000;
   444    3.931           43900          -35105          0.0000;
   445    3.940           44032          -35206          0.0000;
   446    3.949           44164          -35307          0.0000;
   447    3.958           44296          -35408          0.0000;
   448    3.967           44426          -35508          0.0000;
   449    3.976           44558          -35607          0.0000;
   450    3.984           44688          -35706          0.0000;
   451    3.993           44819          -35805          0.0000;
   452    4.002           44949          -35903          0.0000;
   453    4.011           45080          -36001          0.0000;
   454    4.020           45210          -36098          0.0000;
   455    4.029           45339          -36194          0.0000;
   456    4.038           45467          -36290          0.0000;
   457    4.046           45595          -36385          0.0000;
   458    4.055           45724          -36481          0.0000;
   459    4.064           45851          -36577          0.0000;
   460    4.073           45977          -36672          0.0000;
   461    4.082           46104          -36766          0.0000;
   462    4.091           46230          -36860          0.0000;
   463    4.099           46356          -36954          0.0000;
   464    4.108           46481          -37047          0.0000;
   465    4.117           46607          -37140          0.0000;
   466    4.126           46731          -37232          0.0000;
   467    4.135           46857          -37324          0.0000;
   468    4.144           46981          -37416          0.0000;
   469    4.153           47105          -37507          0.0000;
   470    4.161           47230          -37597          0.0000;
   471    4.170           47353          -37688          0.0000;
   472    4.179           47477          -37778          0.0000;
   473    4.188           47598          -37867          0.0000;
   474    4.197           47721          -37956          0.0000;
   475    4.206           47842          -38045          0.0000;
   476    4.215           47963          -38133          0.0000;
   477    4.223           48083          -38221          0.0000;
   478    4.232           48204          -38308          0.0000;
   479    4.241           48324          -38395          0.0000;
   480    4.250           48444          -38481          0.0000;
   481    4.259           48562          -38567          0.0000;
   482    4.268           48682          -38653          0.0000;
   483    4.277           48801          -38738          0.0000;
   484    4.285           48919          -38823          0.0000;
   485    4.294           49039          -38907          0.0000;
   486    4.303           49157          -38991          0.0000;
   487    4.312           49274          -39075          0.0000;
   488    4.321           49393          -39158          0.0000;
   489    4.330           49509          -39240          0.0000;
   490    4.339           49625          -39323          0.0000;
   491    4.347           49741          -39405          0.0000;
   492    4.356           49857          -39487          0.0000;
   493    4.365           49972          -39568          0.0000;
   494    4.374           50087          -39649          0.0000;
   495    4.383           50202          -39730          0.0000;
   496    4.392           50316          -39810          0.0000;
   497    4.401           50429          -39890          0.0000;
   498    4.409           50543          -39970          0.0000;
   499    4.418           50656          -40049          0.0000;
   500    4.427           50770          -40128          0.0000;
   501    4.436           50884          -40206          0.0000;
   502    4.445           50996          -40284          0.0000;
   503    4.454           51108          -40362          0.0000;
   504    4.463           51221          -40439          0.0000;
   505    4.471           51333          -40516          0.0000;
   506    4.480           51443          -40593          0.0000;
   507    4.489           51555          -40669          0.0000;
   508    4.498           51665          -40745          0.0000;
   509    4.507           51774          -40821          0.0000;
   510    4.516           51884          -40896          0.0000;
   511    4.524           51993          -40971          0.0000;
   512    4.533           52101          -41046          0.0000;
   513    4.542           52210          -41120          0.0000;
   514    4.551           52318          -41195          0.0000;
   515    4.560           52425          -41269          0.0000;
   516    4.569           52533          -41342          0.0000;
   517    4.578           52641          -41415          0.0000;
   518    4.586           52748          -41486          0.0000;
   519    4.595           52856          -41558          0.0000;
   520    4.604           52962          -41631          0.0000;
   521    4.613           53069          -41703          0.0000;
   522    4.622           53176          -41775          0.0000;
   523    4.631           53282          -41847          0.0000;
   524    4.640           53388          -41918          0.0000;
   525    4.648           53493          -41990          0.0000;
   526    4.657           53598          -42061          0.0000;
   527    4.666           53702          -42131          0.0000;
   528    4.675           53806          -42202          0.0000;
   529    4.684           53909          -42272          0.0000;
   530    4.693           54013          -42342          0.0000;
   531    4.702           54116          -42412          0.0000;
   532    4.710           54219          -42481          0.0000;
   533    4.719           54321          -42550          0.0000;
   534    4.728           54423          -42619          0.0000;
   535    4.737           54526          -42688          0.0000;
   536    4.746           54628          -42757          0.0000;
   537    4.755           54729          -42825          0.0000;
   538    4.764           54831          -42893          0.0000;
   539    4.772           54932          -42961          0.0000;
   540    4.781           55034          -43029          0.0000;
   541    4.790           55134          -43096          0.0000;
   542    4.799           55234          -43163          0.0000;
   543    4.808           55335          -43230          0.0000;
   544    4.817           55435          -43297          0.0000;
   545    4.826           55535          -43363          0.0000;
   546    4.834           55634          -43429          0.0000;
   547    4.843           55732          -43496          0.0000;
   548    4.852           55831          -43561          0.0000;
   549    4.861           55929          -43627          0.0000;
   550    4.870           56027          -43692          0.0000;
   551    4.879           56124          -43757          0.0000;
   552    4.888           56222          -43822          0.0000;
   553    4.896           56319          -43887          0.0000;
   554    4.905           56416          -43951          0.0000;
   555    4.914           56512          -44015          0.0000;
   556    4.923           56609          -44079          0.0000;
   557    4.932           56705          -44143          0.0000;
   558    4.941           56801          -44207          0.0000;
   559    4.949           56897          -44270          0.0000;
   560    4.958           56992          -44333          0.0000;
   561    4.967           57088          -44396          0.0000;
   562    4.976           57183          -44458          0.0000;
   563    4.985           57278          -44521          0.0000;
   564    4.994           57373          -44583          0.0000;
   565    5.003           57467          -44645          0.0000;
   566    5.011           57561          -44706          0.0000;
   567    5.020           57654          -44768          0.0000;
   568    5.029           57747          -44829          0.0000;
   569    5.038           57840          -44890          0.0000;
   570    5.047           57932          -44951          0.0000;
   571    5.056           58025          -45011          0.0000;
   572    5.065           58116          -45072          0.0000;
   573    5.073           58209          -45132          0.0000;
   574    5.082           58300          -45192          0.0000;
   575    5.091           58391          -45252          0.0000;
   576    5.100           58482          -45312          0.0000;
   577    5.109           58573          -45371          0.0000;
   578    5.118           58663          -45430          0.0000;
   579    5.127           58754          -45489          0.0000;
   580    5.135           58844          -45548          0.0000;
   581    5.144           58934          -45607          0.0000;
   582    5.153           59025          -45665          0.0000;
   583    5.162           59114          -45723          0.0000;
   584    5.171           59204          -45781          0.0000;
   585    5.180           59293          -45838          0.0000;
   586    5.189           59382          -45895          0.0000;
   587    5.197           59469          -45952          0.0000;
   588    5.206           59557          -46009          0.0000;
   589    5.215           59644          -46065          0.0000;
   590    5.224           59731          -46121          0.0000;
   591    5.233           59818          -46177          0.0000;
   592    5.242           59904          -46233          0.0000;
   593    5.251           59990          -46289          0.0000;
   594    5.259           60075          -46344          0.0000;
   595    5.268           60160          -46399          0.0000;
   596    5.277           60245          -46453          0.0000;
   597    5.286           60330          -46508          0.0000;
   598    5.295           60414          -46562          0.0000;
   599    5.304           60499          -46616          0.0000;
   600    5.313           60582          -46669          0.0000;
   601    5.321           60666          -46723          0.0000;
   602    5.330           60750          -46776          0.0000;
   603    5.339           60833          -46829          0.0000;
   604    5.348           60916          -46882          0.0000;
   605    5.357           61000          -46934          0.0000;
   606    5.366           61082          -46987          0.0000;
   607    5.374           61165          -47039          0.0000;
   608    5.383           61246          -47090          0.0000;
   609    5.392           61329          -47142          0.0000;
   610    5.401           61409          -47193          0.0000;
   611    5.410           61491          -47244          0.0000;
   612    5.419           61571          -47295          0.0000;
   613    5.428           61652          -47345          0.0000;
   614    5.436           61731          -47395          0.0000;
   615    5.445           61811          -47445          0.0000;
   616    5.454           61890          -47495          0.0000;
   617    5.463           61969          -47544          0.0000;
   618    5.472           62047          -47593          0.0000;
   619    5.481           62126          -47642          0.0000;
   620    5.490           62204          -47690          0.0000;
   621    5.498           62282          -47739          0.0000;
   622    5.507           62359          -47787          0.0000;
   623    5.516           62436          -47834          0.0000;
   624    5.525           62514          -47882          0.0000;
   625    5.534           62590          -47929          0.0000;
   626    5.543           62667          -47976          0.0000;
   627    5.552           62743          -48023          0.0000;
   628    5.560           62819          -48069          0.0000;
   629    5.569           62895          -48115          0.0000;
   630    5.578           62970          -48161          0.0000;
   631    5.587           63046          -48206          0.0000;
   632    5.596           63121          -48251          0.0000;
   633    5.605           63196          -48296          0.0000;
   634    5.614           63270          -48341          0.0000;
   635    5.622           63345          -48385          0.0000;
   636    5.631           63418          -48429          0.0000;
   637    5.640           63491          -48472          0.0000;
   638    5.649           63565          -48515          0.0000;
   639    5.658           63637          -48558          0.0000;
   640    5.667           63710          -48601          0.0000;
   641    5.676           63782          -48643          0.0000;
   642    5.684           63854          -48685          0.0000;
   643    5.693           63925          -48726          0.0000;
   644    5.702           63995          -48767          0.0000;
   645    5.711           64065          -48808          0.0000;
   646    5.720           64136          -48848          0.0000;
   647    5.729           64206          -48888          0.0000;
   648    5.738           64276          -48928          0.0000;
   649    5.746           64345          -48968          0.0000;
   650    5.755           64413          -49006          0.0000;
   651    5.764           64482          -49045          0.0000;
   652    5.773           64550          -49083          0.0000;
   653    5.782           64618          -49121          0.0000;
   654    5.791           64687          -49159          0.0000;
   655    5.799           64754          -49196          0.0000;
   656    5.808           64821          -49233          0.0000;
   657    5.817           64889          -49269          0.0000;
   658    5.826           64955          -49305          0.0000;
   659    5.835           65022          -49341          0.0000;
   660    5.844           65087          -49377          0.0000;
   661    5.853           65153          -49412          0.0000;
   662    5.861           65219          -49446          0.0000;
   663    5.870           65283          -49480          0.0000;
   664    5.879           65348          -49514          0.0000;
   665    5.888           65412          -49548          0.0000;
   666    5.897           65476          -49581          0.0000;
   667    5.906           65540          -49613          0.0000;
   668    5.915           65603          -49645          0.0000;
   669    5.923           65666          -49677          0.0000;
   670    5.932           65728          -49709          0.0000;
   671    5.941           65790          -49740          0.0000;
   672    5.950           65851          -49770          0.0000;
   673    5.959           65912          -49801          0.0000;
   674    5.968           65973          -49830          0.0000;
   675    5.977           66033          -49860          0.0000;
   676    5.985           66093          -49889          0.0000;
   677    5.994           66153          -49918          0.0000]
