 Sample   Time     Encoder 1 Pos   Encoder 3 Pos   Control Effort 1
   202    1.789           11346           -9185          2.5006;
   203    1.797           11459           -9275          2.5006;
   204    1.806           11573           -9363          2.5006;
   205    1.815           11687           -9453          2.5006;
   206    1.824           11800           -9544          2.5006;
   207    1.833           11916           -9636          2.5006;
   208    1.842           12031           -9728          2.5006;
   209    1.851           12146           -9821          2.5006;
   210    1.859           12262           -9914          2.5006;
   211    1.868           12379          -10008          2.5006;
   212    1.877           12497          -10103          2.5006;
   213    1.886           12615          -10198          2.5006;
   214    1.895           12734          -10294          2.5006;
   215    1.904           12853          -10390          2.5006;
   216    1.913           12974          -10487          2.5006;
   217    1.921           13095          -10585          2.5006;
   218    1.930           13217          -10683          2.5006;
   219    1.939           13339          -10782          2.5006;
   220    1.948           13463          -10881          2.5006;
   221    1.957           13587          -10981          2.5006;
   222    1.966           13711          -11081          2.5006;
   223    1.974           13835          -11182          2.5006;
   224    1.983           13960          -11284          2.5006;
   225    1.992           14086          -11386          2.5006;
   226    2.001           14212          -11489          2.5006;
   227    2.010           14338          -11592          2.5006;
   228    2.019           14465          -11696          2.5006;
   229    2.028           14593          -11800          2.5006;
   230    2.036           14722          -11905          2.5006;
   231    2.045           14850          -12011          2.5006;
   232    2.054           14980          -12117          2.5006;
   233    2.063           15111          -12223          2.5006;
   234    2.072           15243          -12331          2.5006;
   235    2.081           15376          -12439          2.5006;
   236    2.090           15509          -12547          2.5006;
   237    2.098           15642          -12657          2.5006;
   238    2.107           15776          -12767          2.5006;
   239    2.116           15911          -12877          2.5006;
   240    2.125           16045          -12988          2.5006;
   241    2.134           16181          -13100          2.5006;
   242    2.143           16317          -13212          2.5006;
   243    2.152           16453          -13325          2.5006;
   244    2.160           16591          -13439          2.5006;
   245    2.169           16728          -13553          2.5006;
   246    2.178           16866          -13668          2.5006;
   247    2.187           17006          -13783          2.5006;
   248    2.196           17146          -13899          2.5006;
   249    2.205           17288          -14015          2.5006;
   250    2.214           17430          -14132          2.5006;
   251    2.222           17572          -14249          2.5006;
   252    2.231           17715          -14367          2.5006;
   253    2.240           17857          -14486          2.5006;
   254    2.249           18000          -14605          2.5006;
   255    2.258           18144          -14725          2.5006;
   256    2.267           18288          -14845          2.5006;
   257    2.276           18433          -14966          2.5006;
   258    2.284           18579          -15087          2.5006;
   259    2.293           18725          -15209          2.5006;
   260    2.302           18872          -15332          2.5006;
   261    2.311           19021          -15455          2.5006;
   262    2.320           19169          -15578          2.5006;
   263    2.329           19319          -15703          2.5006;
   264    2.338           19469          -15827          2.5006;
   265    2.346           19620          -15952          2.5006;
   266    2.355           19771          -16078          2.5006;
   267    2.364           19923          -16204          2.5006;
   268    2.373           20075          -16331          2.5006;
   269    2.382           20227          -16458          2.5006;
   270    2.391           20379          -16585          2.5006;
   271    2.399           20532          -16713          2.5006;
   272    2.408           20686          -16841          2.5006;
   273    2.417           20841          -16970          2.5006;
   274    2.426           20996          -17099          2.5006;
   275    2.435           21152          -17228          2.5006;
   276    2.444           21309          -17359          2.5006;
   277    2.453           21467          -17489          2.5006;
   278    2.461           21625          -17620          2.5006;
   279    2.470           21784          -17752          2.5006;
   280    2.479           21942          -17884          2.5006;
   281    2.488           22101          -18017          2.5006;
   282    2.497           22260          -18150          2.5006;
   283    2.506           22419          -18283          2.5006;
   284    2.515           22579          -18417          2.5006;
   285    2.523           22740          -18551          2.5006;
   286    2.532           22902          -18686          2.5006;
   287    2.541           23064          -18820          2.5006;
   288    2.550           23227          -18956          2.5006;
   289    2.559           23392          -19091          2.5006;
   290    2.568           23557          -19227          2.5006;
   291    2.577           23722          -19363          2.5006;
   292    2.585           23887          -19500          2.5006;
   293    2.594           24051          -19637          2.5006;
   294    2.603           24216          -19775          2.5006;
   295    2.612           24382          -19912          2.5006;
   296    2.621           24549          -20050          2.5006;
   297    2.630           24716          -20188          2.5006;
   298    2.639           24885          -20326          2.5006;
   299    2.647           25053          -20464          2.5006;
   300    2.656           25222          -20604          2.5006;
   301    2.665           25393          -20745          2.5006;
   302    2.674           25565          -20886          2.5006;
   303    2.683           25736          -21026          2.5006;
   304    2.692           25906          -21167          2.5006;
   305    2.701           26077          -21309          2.5006;
   306    2.709           26248          -21451          2.5006;
   307    2.718           26419          -21593          2.5006;
   308    2.727           26592          -21736          2.5006;
   309    2.736           26765          -21879          2.5006;
   310    2.745           26939          -22023          2.5006;
   311    2.754           27114          -22167          2.5006;
   312    2.763           27290          -22311          2.5006;
   313    2.771           27466          -22456          2.5006;
   314    2.780           27643          -22602          2.5006;
   315    2.789           27820          -22747          2.5006;
   316    2.798           27997          -22893          2.5006;
   317    2.807           28175          -23040          2.5006;
   318    2.816           28353          -23187          2.5006;
   319    2.824           28531          -23335          2.5006;
   320    2.833           28710          -23482          2.5006;
   321    2.842           28890          -23630          2.5006;
   322    2.851           29071          -23779          2.5006;
   323    2.860           29253          -23928          2.5006;
   324    2.869           29436          -24078          2.5006;
   325    2.878           29619          -24228          2.5006;
   326    2.886           29801          -24378          2.5006;
   327    2.895           29984          -24529          2.5006;
   328    2.904           30169          -24681          2.5006;
   329    2.913           30352          -24833          2.5006;
   330    2.922           30537          -24986          2.5006;
   331    2.931           30722          -25139          2.5006;
   332    2.940           30908          -25291          2.5006;
   333    2.948           31096          -25443          2.5006;
   334    2.957           31285          -25597          2.5006;
   335    2.966           31474          -25753          2.5006;
   336    2.975           31663          -25908          2.5006;
   337    2.984           31852          -26065          2.5006;
   338    2.993           32043          -26222          2.5006;
   339    3.002           32233          -26379          2.5006;
   340    3.010           32421          -26537          0.0000;
   341    3.019           32610          -26695          0.0000;
   342    3.028           32801          -26852          0.0000;
   343    3.037           32991          -27010          0.0000;
   344    3.046           33182          -27167          0.0000;
   345    3.055           33372          -27323          0.0000;
   346    3.064           33562          -27480          0.0000;
   347    3.072           33752          -27636          0.0000;
   348    3.081           33940          -27792          0.0000;
   349    3.090           34128          -27948          0.0000;
   350    3.099           34315          -28103          0.0000;
   351    3.108           34502          -28258          0.0000;
   352    3.117           34689          -28413          0.0000;
   353    3.126           34876          -28567          0.0000;
   354    3.134           35062          -28722          0.0000;
   355    3.143           35249          -28876          0.0000;
   356    3.152           35436          -29030          0.0000;
   357    3.161           35622          -29184          0.0000;
   358    3.170           35807          -29337          0.0000;
   359    3.179           35993          -29491          0.0000;
   360    3.188           36178          -29644          0.0000;
   361    3.196           36362          -29796          0.0000;
   362    3.205           36546          -29949          0.0000;
   363    3.214           36730          -30101          0.0000;
   364    3.223           36913          -30253          0.0000;
   365    3.232           37097          -30405          0.0000;
   366    3.241           37280          -30556          0.0000;
   367    3.249           37464          -30707          0.0000;
   368    3.258           37647          -30858          0.0000;
   369    3.267           37829          -31009          0.0000;
   370    3.276           38012          -31159          0.0000;
   371    3.285           38194          -31309          0.0000;
   372    3.294           38375          -31459          0.0000;
   373    3.303           38555          -31608          0.0000;
   374    3.311           38736          -31757          0.0000;
   375    3.320           38916          -31906          0.0000;
   376    3.329           39096          -32054          0.0000;
   377    3.338           39276          -32202          0.0000;
   378    3.347           39457          -32349          0.0000;
   379    3.356           39637          -32496          0.0000;
   380    3.365           39816          -32643          0.0000;
   381    3.373           39995          -32789          0.0000;
   382    3.382           40174          -32935          0.0000;
   383    3.391           40351          -33080          0.0000;
   384    3.400           40528          -33225          0.0000;
   385    3.409           40704          -33370          0.0000;
   386    3.418           40880          -33515          0.0000;
   387    3.427           41057          -33659          0.0000;
   388    3.435           41233          -33802          0.0000;
   389    3.444           41410          -33946          0.0000;
   390    3.453           41587          -34089          0.0000;
   391    3.462           41761          -34232          0.0000;
   392    3.471           41935          -34374          0.0000;
   393    3.480           42109          -34516          0.0000;
   394    3.489           42282          -34657          0.0000;
   395    3.497           42455          -34798          0.0000;
   396    3.506           42627          -34938          0.0000;
   397    3.515           42799          -35078          0.0000;
   398    3.524           42971          -35217          0.0000;
   399    3.533           43143          -35356          0.0000;
   400    3.542           43314          -35495          0.0000;
   401    3.551           43485          -35633          0.0000;
   402    3.559           43656          -35770          0.0000;
   403    3.568           43827          -35907          0.0000;
   404    3.577           43997          -36044          0.0000;
   405    3.586           44167          -36179          0.0000;
   406    3.595           44335          -36314          0.0000;
   407    3.604           44504          -36449          0.0000;
   408    3.613           44672          -36584          0.0000;
   409    3.621           44839          -36719          0.0000;
   410    3.630           45007          -36853          0.0000;
   411    3.639           45174          -36987          0.0000;
   412    3.648           45341          -37120          0.0000;
   413    3.657           45507          -37252          0.0000;
   414    3.666           45675          -37385          0.0000;
   415    3.674           45841          -37517          0.0000;
   416    3.683           46007          -37649          0.0000;
   417    3.692           46171          -37780          0.0000;
   418    3.701           46335          -37910          0.0000;
   419    3.710           46499          -38041          0.0000;
   420    3.719           46663          -38171          0.0000;
   421    3.728           46826          -38300          0.0000;
   422    3.736           46989          -38430          0.0000;
   423    3.745           47151          -38558          0.0000;
   424    3.754           47314          -38686          0.0000;
   425    3.763           47476          -38814          0.0000;
   426    3.772           47639          -38942          0.0000;
   427    3.781           47801          -39068          0.0000;
   428    3.790           47962          -39195          0.0000;
   429    3.798           48122          -39321          0.0000;
   430    3.807           48282          -39446          0.0000;
   431    3.816           48441          -39572          0.0000;
   432    3.825           48601          -39697          0.0000;
   433    3.834           48760          -39821          0.0000;
   434    3.843           48918          -39945          0.0000;
   435    3.852           49076          -40069          0.0000;
   436    3.860           49235          -40193          0.0000;
   437    3.869           49393          -40316          0.0000;
   438    3.878           49552          -40438          0.0000;
   439    3.887           49711          -40561          0.0000;
   440    3.896           49868          -40683          0.0000;
   441    3.905           50024          -40805          0.0000;
   442    3.914           50180          -40926          0.0000;
   443    3.922           50335          -41047          0.0000;
   444    3.931           50490          -41168          0.0000;
   445    3.940           50645          -41288          0.0000;
   446    3.949           50800          -41405          0.0000;
   447    3.958           50954          -41525          0.0000;
   448    3.967           51108          -41645          0.0000;
   449    3.976           51263          -41764          0.0000;
   450    3.984           51418          -41884          0.0000;
   451    3.993           51572          -42003          0.0000;
   452    4.002           51725          -42121          0.0000;
   453    4.011           51878          -42240          0.0000;
   454    4.020           52031          -42358          0.0000;
   455    4.029           52182          -42476          0.0000;
   456    4.038           52334          -42593          0.0000;
   457    4.046           52485          -42711          0.0000;
   458    4.055           52636          -42828          0.0000;
   459    4.064           52787          -42945          0.0000;
   460    4.073           52937          -43062          0.0000;
   461    4.082           53088          -43178          0.0000;
   462    4.091           53239          -43295          0.0000;
   463    4.099           53390          -43411          0.0000;
   464    4.108           53540          -43526          0.0000;
   465    4.117           53689          -43642          0.0000;
   466    4.126           53839          -43757          0.0000;
   467    4.135           53987          -43872          0.0000;
   468    4.144           54135          -43987          0.0000;
   469    4.153           54283          -44102          0.0000;
   470    4.161           54431          -44216          0.0000;
   471    4.170           54578          -44330          0.0000;
   472    4.179           54725          -44444          0.0000;
   473    4.188           54871          -44558          0.0000;
   474    4.197           55019          -44671          0.0000;
   475    4.206           55165          -44785          0.0000;
   476    4.215           55311          -44897          0.0000;
   477    4.223           55457          -45010          0.0000;
   478    4.232           55603          -45123          0.0000;
   479    4.241           55749          -45235          0.0000;
   480    4.250           55895          -45347          0.0000;
   481    4.259           56040          -45458          0.0000;
   482    4.268           56184          -45570          0.0000;
   483    4.277           56328          -45681          0.0000;
   484    4.285           56470          -45792          0.0000;
   485    4.294           56613          -45902          0.0000;
   486    4.303           56756          -46013          0.0000;
   487    4.312           56899          -46123          0.0000;
   488    4.321           57042          -46233          0.0000;
   489    4.330           57184          -46343          0.0000;
   490    4.339           57326          -46452          0.0000;
   491    4.347           57469          -46562          0.0000;
   492    4.356           57612          -46671          0.0000;
   493    4.365           57754          -46780          0.0000;
   494    4.374           57896          -46888          0.0000;
   495    4.383           58037          -46996          0.0000;
   496    4.392           58177          -47104          0.0000;
   497    4.401           58316          -47212          0.0000;
   498    4.409           58455          -47319          0.0000;
   499    4.418           58595          -47426          0.0000;
   500    4.427           58734          -47532          0.0000;
   501    4.436           58872          -47639          0.0000;
   502    4.445           59011          -47745          0.0000;
   503    4.454           59149          -47851          0.0000;
   504    4.463           59287          -47956          0.0000;
   505    4.471           59426          -48061          0.0000;
   506    4.480           59564          -48165          0.0000;
   507    4.489           59701          -48270          0.0000;
   508    4.498           59837          -48373          0.0000;
   509    4.507           59973          -48477          0.0000;
   510    4.516           60109          -48580          0.0000;
   511    4.524           60245          -48683          0.0000;
   512    4.533           60379          -48785          0.0000;
   513    4.542           60514          -48887          0.0000;
   514    4.551           60648          -48989          0.0000;
   515    4.560           60782          -49090          0.0000;
   516    4.569           60916          -49191          0.0000;
   517    4.578           61050          -49292          0.0000;
   518    4.586           61183          -49392          0.0000;
   519    4.595           61316          -49492          0.0000;
   520    4.604           61449          -49592          0.0000;
   521    4.613           61582          -49691          0.0000;
   522    4.622           61714          -49790          0.0000;
   523    4.631           61846          -49889          0.0000;
   524    4.640           61976          -49987          0.0000;
   525    4.648           62107          -50085          0.0000;
   526    4.657           62238          -50182          0.0000;
   527    4.666           62367          -50279          0.0000;
   528    4.675           62496          -50376          0.0000;
   529    4.684           62625          -50472          0.0000;
   530    4.693           62753          -50568          0.0000;
   531    4.702           62882          -50663          0.0000;
   532    4.710           63010          -50758          0.0000;
   533    4.719           63137          -50852          0.0000;
   534    4.728           63266          -50946          0.0000;
   535    4.737           63393          -51039          0.0000;
   536    4.746           63520          -51132          0.0000;
   537    4.755           63647          -51225          0.0000;
   538    4.764           63773          -51317          0.0000;
   539    4.772           63899          -51408          0.0000;
   540    4.781           64023          -51500          0.0000;
   541    4.790           64148          -51590          0.0000;
   542    4.799           64271          -51680          0.0000;
   543    4.808           64396          -51770          0.0000;
   544    4.817           64519          -51859          0.0000;
   545    4.826           64642          -51948          0.0000;
   546    4.834           64764          -52036          0.0000;
   547    4.843           64887          -52123          0.0000;
   548    4.852           65009          -52209          0.0000;
   549    4.861           65130          -52295          0.0000;
   550    4.870           65253          -52382          0.0000;
   551    4.879           65374          -52469          0.0000;
   552    4.888           65495          -52555          0.0000;
   553    4.896           65616          -52640          0.0000;
   554    4.905           65736          -52725          0.0000;
   555    4.914           65856          -52810          0.0000;
   556    4.923           65975          -52894          0.0000;
   557    4.932           66095          -52978          0.0000;
   558    4.941           66213          -53061          0.0000;
   559    4.949           66331          -53144          0.0000;
   560    4.958           66448          -53226          0.0000;
   561    4.967           66566          -53308          0.0000;
   562    4.976           66683          -53390          0.0000;
   563    4.985           66799          -53471          0.0000;
   564    4.994           66915          -53552          0.0000;
   565    5.003           67031          -53632          0.0000;
   566    5.011           67147          -53712          0.0000;
   567    5.020           67262          -53791          0.0000;
   568    5.029           67378          -53870          0.0000;
   569    5.038           67492          -53949          0.0000;
   570    5.047           67607          -54027          0.0000;
   571    5.056           67721          -54104          0.0000;
   572    5.065           67834          -54182          0.0000;
   573    5.073           67947          -54259          0.0000;
   574    5.082           68060          -54335          0.0000;
   575    5.091           68172          -54411          0.0000;
   576    5.100           68283          -54487          0.0000;
   577    5.109           68394          -54562          0.0000;
   578    5.118           68505          -54637          0.0000;
   579    5.127           68615          -54711          0.0000;
   580    5.135           68726          -54785          0.0000;
   581    5.144           68836          -54859          0.0000;
   582    5.153           68945          -54932          0.0000;
   583    5.162           69055          -55005          0.0000;
   584    5.171           69164          -55078          0.0000;
   585    5.180           69273          -55150          0.0000;
   586    5.189           69383          -55222          0.0000;
   587    5.197           69491          -55293          0.0000;
   588    5.206           69599          -55365          0.0000;
   589    5.215           69707          -55435          0.0000;
   590    5.224           69815          -55506          0.0000;
   591    5.233           69922          -55576          0.0000;
   592    5.242           70028          -55646          0.0000;
   593    5.251           70135          -55715          0.0000;
   594    5.259           70240          -55784          0.0000;
   595    5.268           70345          -55852          0.0000;
   596    5.277           70450          -55921          0.0000;
   597    5.286           70555          -55989          0.0000;
   598    5.295           70660          -56056          0.0000;
   599    5.304           70763          -56123          0.0000;
   600    5.313           70868          -56190          0.0000;
   601    5.321           70971          -56257          0.0000;
   602    5.330           71075          -56323          0.0000;
   603    5.339           71178          -56389          0.0000;
   604    5.348           71280          -56454          0.0000;
   605    5.357           71384          -56520          0.0000;
   606    5.366           71486          -56585          0.0000;
   607    5.374           71589          -56649          0.0000;
   608    5.383           71691          -56713          0.0000;
   609    5.392           71791          -56777          0.0000;
   610    5.401           71893          -56841          0.0000;
   611    5.410           71994          -56905          0.0000;
   612    5.419           72094          -56968          0.0000;
   613    5.428           72193          -57031          0.0000;
   614    5.436           72292          -57093          0.0000;
   615    5.445           72391          -57156          0.0000;
   616    5.454           72490          -57217          0.0000;
   617    5.463           72588          -57279          0.0000;
   618    5.472           72687          -57340          0.0000;
   619    5.481           72784          -57401          0.0000;
   620    5.490           72882          -57459          0.0000;
   621    5.498           72980          -57519          0.0000;
   622    5.507           73077          -57579          0.0000;
   623    5.516           73173          -57639          0.0000;
   624    5.525           73270          -57699          0.0000;
   625    5.534           73366          -57758          0.0000;
   626    5.543           73462          -57817          0.0000;
   627    5.552           73559          -57876          0.0000;
   628    5.560           73655          -57935          0.0000;
   629    5.569           73750          -57993          0.0000;
   630    5.578           73845          -58051          0.0000;
   631    5.587           73939          -58109          0.0000;
   632    5.596           74033          -58167          0.0000;
   633    5.605           74127          -58224          0.0000;
   634    5.614           74221          -58281          0.0000;
   635    5.622           74313          -58338          0.0000;
   636    5.631           74406          -58395          0.0000;
   637    5.640           74499          -58451          0.0000;
   638    5.649           74590          -58507          0.0000;
   639    5.658           74682          -58563          0.0000;
   640    5.667           74774          -58618          0.0000;
   641    5.676           74865          -58673          0.0000;
   642    5.684           74956          -58728          0.0000;
   643    5.693           75047          -58783          0.0000;
   644    5.702           75137          -58837          0.0000;
   645    5.711           75228          -58892          0.0000;
   646    5.720           75317          -58945          0.0000;
   647    5.729           75408          -58999          0.0000;
   648    5.738           75497          -59052          0.0000;
   649    5.746           75587          -59106          0.0000;
   650    5.755           75676          -59159          0.0000;
   651    5.764           75764          -59211          0.0000;
   652    5.773           75852          -59264          0.0000;
   653    5.782           75940          -59316          0.0000;
   654    5.791           76028          -59368          0.0000;
   655    5.799           76114          -59420          0.0000;
   656    5.808           76201          -59471          0.0000;
   657    5.817           76287          -59523          0.0000;
   658    5.826           76374          -59574          0.0000;
   659    5.835           76459          -59625          0.0000;
   660    5.844           76545          -59675          0.0000;
   661    5.853           76630          -59726          0.0000;
   662    5.861           76716          -59776          0.0000;
   663    5.870           76801          -59826          0.0000;
   664    5.879           76886          -59876          0.0000;
   665    5.888           76970          -59925          0.0000;
   666    5.897           77055          -59975          0.0000;
   667    5.906           77139          -60024          0.0000;
   668    5.915           77223          -60073          0.0000;
   669    5.923           77306          -60122          0.0000;
   670    5.932           77391          -60171          0.0000;
   671    5.941           77474          -60219          0.0000;
   672    5.950           77558          -60268          0.0000;
   673    5.959           77640          -60316          0.0000;
   674    5.968           77724          -60364          0.0000;
   675    5.977           77805          -60412          0.0000;
   676    5.985           77888          -60459          0.0000;
   677    5.994           77969          -60507          0.0000]
